experience_coding,python_user,r_user,sql_user,most_used,compensation
2.6,False,False,False,Scikit-learn,61996
0.91,False,False,True,nan,62828
1.4,False,False,False,Keras,28374
0.45,False,False,True,Scikit-learn,64330
2.9,False,False,True,TensorFlow,2743
6.8,False,False,True,Scikit-learn,7662
0.71,False,False,False,nan,58461
0.91,False,False,True,Scikit-learn,887
2.2,False,False,True,TensorFlow,55326
0.81,False,False,False,nan,72340
2.9,False,False,False,TensorFlow,52
1.5,False,False,False,nan,68346
2.9,False,False,False,Scikit-learn,70192
26.4,False,False,False,PyTorch,109486
5.8,False,False,True,Scikit-learn,55621
0.24,False,False,True,nan,71198
3.5,False,False,True,PyTorch,55384
14.2,False,False,True,PyTorch,8092
0.23,False,False,False,nan,62728
11.6,False,False,False,TensorFlow,54041
1.7,False,False,True,nan,70224
0.24,False,False,False,TensorFlow,61759
0.39,False,False,False,nan,52283
0.77,False,False,False,nan,55712
2.8,False,False,False,Scikit-learn,53090
27.1,False,False,True,nan,27637
0.44,False,False,False,Scikit-learn,2554
1.3,False,False,False,Keras,44
2.2,False,False,True,TensorFlow,67077
9.1,False,False,True,Keras,641
9.1,False,False,True,TensorFlow,96234
0.39,False,False,False,TensorFlow,51878
6.4,False,False,True,TensorFlow,64055
18.0,False,False,True,Scikit-learn,74890
1.1,False,False,True,Scikit-learn,60227
1.6,False,False,False,Scikit-learn,791
3.0,False,False,False,TensorFlow,74631
2.5,False,False,False,TensorFlow,23400
1.7,False,False,True,nan,61607
2.6,False,False,False,Scikit-learn,857
0.29,False,False,True,nan,66840
0.35,False,False,False,nan,63423
12.4,False,False,True,nan,71333
2.8,False,False,False,PyTorch,388
7.5,False,False,False,Scikit-learn,53864
2.4,False,False,False,nan,71446
9.2,False,False,False,nan,122725
4.6,False,False,True,Scikit-learn,32176
0.63,False,False,False,nan,281
3.8,False,False,False,PyTorch,63675
0.28,False,False,False,nan,1991
1.1,False,False,True,Scikit-learn,868
6.0,False,False,False,nan,13041
2.6,False,False,False,nan,52813
0.0,False,False,False,nan,984
0.82,False,False,False,nan,51626
1.1,False,False,True,nan,53043
25.6,False,False,False,PyTorch,429846
0.67,False,False,False,nan,4063
0.72,False,False,False,nan,563
3.4,False,False,True,nan,57808
0.37,False,False,False,Keras,73429
1.6,False,False,True,TensorFlow,59472
20.2,False,False,True,Scikit-learn,99923
0.83,False,False,False,nan,65468
2.1,False,False,False,Scikit-learn,74390
3.7,False,False,False,Scikit-learn,60554
0.65,False,False,False,nan,53873
0.27,False,False,True,Scikit-learn,4972
2.4,False,False,False,PyTorch,1024
1.9,False,False,True,nan,70299
0.87,False,False,False,Keras,60370
0.68,False,False,True,TensorFlow,54427
0.65,False,False,True,nan,63489
0.25,False,False,False,Scikit-learn,68830
25.5,False,False,True,Keras,46015
3.6,False,False,True,nan,21728
0.3,False,False,False,Scikit-learn,71293
1.5,False,False,False,nan,72469
13.8,False,False,True,PyTorch,3551
0.0,False,False,False,nan,55946
2.7,False,False,False,PyTorch,3050
7.9,False,False,False,PyTorch,42422
0.41,False,False,False,TensorFlow,798
2.3,False,False,True,Scikit-learn,35120
2.9,False,False,False,nan,53435
27.6,False,False,False,PyTorch,14608
2.5,False,False,False,Scikit-learn,62366
3.7,False,False,True,Scikit-learn,6481
3.5,False,False,True,Scikit-learn,84361
11.4,False,False,False,Scikit-learn,162219
3.2,False,False,False,Scikit-learn,444
1.0,False,False,True,TensorFlow,652
18.5,False,False,True,nan,57664
0.99,False,False,False,TensorFlow,65774
0.93,False,False,True,nan,70746
4.3,False,False,False,Scikit-learn,20151
0.99,False,False,False,nan,21376
9.7,False,False,True,Keras,75996
7.1,False,False,True,nan,6290
0.63,False,False,False,Scikit-learn,79541
2.8,False,False,True,nan,63351
5.4,False,False,False,nan,68311
27.7,False,False,False,nan,632
27.4,False,False,True,nan,196946
0.83,False,False,False,Scikit-learn,709
3.0,False,False,True,Scikit-learn,52676
5.4,False,False,False,Scikit-learn,22729
2.9,False,False,False,Keras,12135
2.4,False,False,False,Scikit-learn,73901
2.9,False,False,False,PyTorch,54656
23.1,False,False,True,Scikit-learn,189426
2.8,False,False,True,TensorFlow,505
9.3,False,False,False,Keras,77556
1.2,False,False,False,Scikit-learn,25007
2.5,False,False,False,nan,68380
0.53,False,False,False,nan,6983
0.44,False,False,False,Scikit-learn,5129
1.9,False,False,False,PyTorch,61251
18.5,False,False,False,nan,45649
3.5,False,False,False,nan,323
6.4,False,False,True,TensorFlow,3630
0.9,False,False,False,PyTorch,55778
0.48,False,False,False,TensorFlow,83565
12.4,False,False,True,nan,12231
0.93,False,False,True,PyTorch,124501
27.4,False,False,True,Keras,55464
1.4,False,False,False,TensorFlow,55835
1.0,False,False,True,Scikit-learn,53643
1.1,False,False,True,Scikit-learn,874
3.8,False,False,False,nan,69210
3.2,False,False,True,nan,1356
2.6,False,False,False,Keras,78068
12.4,False,False,True,Scikit-learn,183841
1.3,False,False,False,nan,59064
1.2,False,False,True,nan,69051
7.5,False,False,False,nan,108534
3.6,False,False,False,Scikit-learn,38190
27.0,False,False,True,nan,94588
1.6,False,False,True,Scikit-learn,25818
21.9,False,False,True,Scikit-learn,92720
1.2,False,False,True,TensorFlow,55678
24.5,False,False,False,nan,48501
1.1,False,False,False,nan,55799
29.9,False,False,True,TensorFlow,62338
1.9,False,False,True,Keras,39932
3.7,False,False,True,Keras,16
4.1,False,False,True,PyTorch,6064
7.5,False,False,True,Keras,74615
15.2,False,False,False,Scikit-learn,62913
9.2,False,False,False,Keras,76960
24.3,False,False,False,TensorFlow,198963
0.0,False,False,False,nan,71480
3.8,False,False,True,nan,6812
0.0,False,False,False,nan,4190
0.61,False,False,True,nan,838
2.3,False,False,True,Scikit-learn,59858
20.5,False,False,True,Scikit-learn,77417
4.9,False,False,False,PyTorch,406
2.8,False,False,True,nan,226
1.7,False,False,False,nan,66883
3.6,False,False,False,PyTorch,62159
9.0,False,False,False,PyTorch,58118
18.5,False,False,True,TensorFlow,64744
14.5,False,False,True,Scikit-learn,4985
2.9,False,False,False,nan,66130
2.9,False,False,False,Scikit-learn,11158
1.6,False,False,False,nan,68659
9.7,False,False,False,Scikit-learn,62979
1.0,False,False,True,Scikit-learn,57137
0.0,False,False,False,nan,9546
21.9,False,False,True,Scikit-learn,247463
0.56,False,False,True,nan,500
0.51,False,False,False,Scikit-learn,65061
9.0,False,False,True,Keras,69628
3.3,False,False,True,Scikit-learn,55240
2.8,False,False,False,Scikit-learn,67900
0.39,False,False,False,Scikit-learn,73426
18.7,False,False,False,Scikit-learn,75606
5.0,False,False,False,Keras,1821
6.3,False,False,True,PyTorch,35943
2.0,False,False,False,TensorFlow,70176
1.9,False,False,False,nan,73616
1.5,False,False,False,TensorFlow,53192
21.8,False,False,False,nan,44237
7.6,False,False,True,Keras,6233
1.9,False,False,True,PyTorch,1545
7.5,False,False,False,TensorFlow,59129
2.1,False,False,False,Scikit-learn,52484
1.5,False,False,True,PyTorch,12739
0.24,False,False,False,TensorFlow,59127
2.0,False,False,False,nan,26385
0.48,False,False,True,Keras,349
22.7,False,False,False,Scikit-learn,31247
2.7,False,False,False,Keras,1215
3.4,False,False,True,Scikit-learn,6872
0.0,False,False,False,nan,13937
5.4,False,False,True,TensorFlow,69148
2.3,False,False,False,Scikit-learn,949
7.8,False,False,True,nan,66276
1.7,False,False,False,nan,67655
3.5,False,False,False,nan,54275
1.8,False,False,False,Keras,60311
0.69,False,False,True,PyTorch,58716
1.3,False,False,False,Keras,66134
8.3,False,False,True,nan,62309
2.6,False,False,True,PyTorch,803
5.0,False,False,True,Keras,73739
0.84,False,False,False,nan,4429
3.9,False,False,True,Scikit-learn,5690
3.6,False,False,False,Scikit-learn,68757
0.83,False,False,True,Keras,4679
7.9,False,False,False,nan,2577
26.9,False,False,False,Keras,292800
8.6,False,False,False,TensorFlow,4170
0.61,False,False,False,nan,73782
10.5,False,False,True,PyTorch,1437
25.8,False,False,True,Scikit-learn,212
0.95,False,False,False,Scikit-learn,62799
4.6,False,False,True,PyTorch,56799
21.7,False,False,False,PyTorch,4975
1.7,False,False,False,Scikit-learn,55191
0.34,False,False,False,Scikit-learn,73954
0.24,False,False,False,nan,2292
7.6,False,False,False,Scikit-learn,12996
1.4,False,False,False,Keras,71240
0.83,False,False,False,Scikit-learn,98457
4.6,False,False,False,nan,50614
0.52,False,False,True,nan,1896
6.2,False,False,False,Scikit-learn,70473
1.3,False,False,False,nan,259
4.8,False,False,False,Scikit-learn,46704
4.8,False,False,False,nan,66
1.8,False,False,False,TensorFlow,71261
0.73,False,False,False,Keras,72570
0.9,False,False,False,PyTorch,54451
0.35,False,False,True,Scikit-learn,421
0.47,False,False,False,nan,58108
0.0,False,False,False,nan,19765
0.77,False,False,False,Scikit-learn,68402
4.2,False,False,False,nan,58473
4.3,False,False,True,TensorFlow,19699
6.6,False,False,False,TensorFlow,12336
4.4,False,False,False,TensorFlow,28580
0.0,False,False,False,nan,865
1.8,False,False,False,nan,65568
1.7,False,False,False,nan,53138
0.66,False,False,False,nan,64343
0.67,False,False,False,nan,55601
28.0,False,False,True,Scikit-learn,54245
1.5,False,False,False,TensorFlow,28369
29.4,False,False,True,PyTorch,17934
0.74,False,False,False,Keras,121
0.55,False,False,True,PyTorch,27582
0.31,False,False,False,Scikit-learn,56908
3.5,False,False,True,Scikit-learn,2785
6.7,False,False,False,nan,5686
1.4,False,False,False,TensorFlow,89965
3.8,False,False,False,Scikit-learn,7946
1.8,False,False,False,PyTorch,196120
0.8,False,False,False,nan,59318
0.0,False,False,False,nan,2529
12.7,False,False,True,TensorFlow,60210
2.2,False,False,False,nan,73181
4.5,False,False,True,nan,1906
0.99,False,False,False,nan,59896
29.7,False,False,True,Keras,9880
1.1,False,False,True,PyTorch,65875
0.55,False,False,False,TensorFlow,311
2.3,False,False,True,TensorFlow,71594
2.8,False,False,False,nan,73340
0.9,False,False,False,nan,50904
2.2,False,False,False,nan,69624
16.8,False,False,True,nan,21443
2.2,False,False,True,Scikit-learn,55748
0.7,False,False,False,nan,57309
17.4,False,False,False,nan,798
8.6,False,False,True,nan,3038
0.53,False,False,False,nan,71420
1.5,False,False,False,TensorFlow,52730
2.2,False,False,False,Scikit-learn,53403
0.85,False,False,False,Scikit-learn,3078
0.48,False,False,False,nan,58345
9.1,False,False,False,Keras,17888
4.1,False,False,True,Scikit-learn,73039
0.3,False,False,True,nan,195415
19.5,False,False,False,nan,104276
25.3,False,False,True,Scikit-learn,121657
7.0,False,False,True,Scikit-learn,52742
17.2,False,False,True,nan,68571
8.7,False,False,True,nan,71636
0.85,False,False,False,nan,4785
0.58,False,False,True,Scikit-learn,60535
9.8,False,False,False,nan,50261
0.47,False,False,False,nan,14201
1.3,False,False,True,nan,72487
4.7,False,False,False,Scikit-learn,78442
3.5,False,False,False,nan,2759
4.2,False,False,True,Scikit-learn,29299
0.49,False,False,False,TensorFlow,3172
0.28,False,False,False,TensorFlow,70278
0.62,False,False,False,Scikit-learn,69310
4.9,False,False,False,Scikit-learn,73707
4.9,False,False,False,Keras,294822
2.2,False,False,False,Scikit-learn,1375
2.5,False,False,True,Scikit-learn,2249
1.9,False,False,True,PyTorch,997
3.1,False,False,True,nan,58654
1.6,False,False,False,Scikit-learn,71407
2.2,False,False,True,nan,72360
0.47,False,False,True,nan,59469
1.7,False,False,True,Keras,62845
6.2,False,False,False,nan,16340
0.6,False,False,False,Scikit-learn,67938
4.1,False,False,False,nan,57560
1.3,False,False,False,TensorFlow,54933
29.8,False,False,True,TensorFlow,91510
8.9,False,False,False,nan,68958
28.6,False,False,False,nan,50267
8.6,False,False,True,nan,10874
0.63,False,False,False,Keras,2887
2.9,False,False,True,PyTorch,64502
22.4,False,False,False,nan,102260
0.22,False,False,False,Scikit-learn,50049
0.81,False,False,False,nan,66888
0.73,False,False,False,Scikit-learn,71695
21.2,False,False,True,Scikit-learn,50461
0.28,False,False,True,nan,58508
2.3,False,False,False,nan,63094
0.84,False,False,False,nan,66760
0.69,False,False,False,nan,61253
2.4,False,False,True,Keras,54033
2.0,False,False,False,nan,73459
9.6,False,False,False,Scikit-learn,63365
0.99,False,False,False,Keras,50546
0.36,False,False,False,nan,52149
1.7,False,False,True,Scikit-learn,1082
4.6,False,False,False,nan,937
8.9,False,False,True,TensorFlow,64921
10.0,False,False,True,Scikit-learn,29508
1.2,False,False,True,Keras,53000
16.8,False,False,True,PyTorch,63945
0.98,False,False,True,Keras,158
1.5,False,False,False,Scikit-learn,69408
2.9,False,False,False,nan,72352
2.9,False,False,False,TensorFlow,33980
3.6,False,False,False,Scikit-learn,4810
0.99,False,False,False,TensorFlow,60472
2.4,False,False,True,Scikit-learn,72315
0.66,False,False,False,Scikit-learn,887
27.2,False,False,True,Scikit-learn,62275
0.81,False,False,False,nan,72030
9.5,False,False,True,Scikit-learn,25561
0.89,False,False,False,PyTorch,63382
7.7,False,False,True,Scikit-learn,66783
1.7,False,False,True,nan,51842
0.54,False,False,False,nan,5938
0.97,False,False,False,nan,65783
23.0,False,False,False,TensorFlow,57827
1.2,False,False,False,nan,5252
2.4,False,False,False,nan,4651
21.4,False,False,True,Keras,48085
1.7,False,False,False,Keras,3041
1.1,False,False,False,nan,73950
0.0,False,False,False,nan,19168
4.1,False,False,False,Scikit-learn,73483
1.0,False,False,True,Keras,12513
0.96,False,False,False,Scikit-learn,14978
8.0,False,False,False,PyTorch,67872
10.6,False,False,False,Scikit-learn,20487
1.2,False,False,False,TensorFlow,2961
0.68,False,False,True,nan,14416
1.2,False,False,False,PyTorch,4366
3.4,False,False,True,nan,7214
1.5,False,False,True,nan,52955
0.34,False,False,True,Scikit-learn,28579
20.4,False,False,False,PyTorch,294364
14.5,False,False,False,TensorFlow,952
2.1,False,False,False,Scikit-learn,71450
6.2,False,False,True,PyTorch,31071
5.4,False,False,True,TensorFlow,9833
1.3,False,False,True,Scikit-learn,55881
1.2,False,False,True,Scikit-learn,68891
3.5,False,False,True,Scikit-learn,59461
0.72,False,False,False,nan,169819
0.52,False,False,True,nan,63783
20.1,False,False,True,Keras,72909
2.0,False,False,True,Scikit-learn,665
13.6,False,False,False,PyTorch,213378
9.9,False,False,True,nan,111657
1.4,False,False,False,Keras,2750
0.0,False,False,False,nan,9586
2.9,False,False,True,Scikit-learn,111877
7.0,False,False,True,nan,29679
3.9,False,False,False,nan,61913
0.89,False,False,False,TensorFlow,409
4.7,False,False,True,Scikit-learn,691
7.0,False,False,False,Scikit-learn,914
3.2,False,False,False,TensorFlow,65293
0.73,False,False,False,nan,30392
3.2,False,False,True,Scikit-learn,18542
18.6,False,False,True,TensorFlow,167429
6.7,False,False,False,PyTorch,53098
14.3,False,False,False,Scikit-learn,151286
0.48,False,False,False,nan,24083
1.9,False,False,True,PyTorch,58980
0.53,False,False,False,nan,59650
9.1,False,False,True,Scikit-learn,60788
1.8,False,False,False,nan,57138
13.2,False,False,False,nan,1896
24.8,False,False,True,nan,70170
0.0,False,False,False,nan,1033
0.0,False,False,False,nan,71759
0.6,False,False,True,TensorFlow,73006
0.26,False,False,True,nan,58822
0.41,False,False,False,nan,451
13.2,False,False,False,TensorFlow,25846
22.2,False,False,True,PyTorch,307933
1.7,False,False,False,Scikit-learn,72229
3.8,False,False,False,PyTorch,13776
12.1,False,False,False,TensorFlow,54868
2.2,False,False,False,Scikit-learn,57637
1.9,False,False,False,TensorFlow,68031
30.0,False,False,False,nan,21403
1.1,False,False,True,nan,945
3.6,False,False,False,Scikit-learn,65411
0.0,False,False,False,nan,27
0.0,False,False,False,nan,6234
0.6,False,False,False,Keras,663
2.7,False,False,True,PyTorch,66939
16.3,False,False,False,PyTorch,9768
2.3,False,False,True,Scikit-learn,69817
2.1,False,False,False,PyTorch,4299
1.1,False,False,False,nan,58351
0.4,False,False,True,Scikit-learn,68972
24.4,False,False,False,nan,100842
0.65,False,False,True,nan,958
0.25,False,False,True,nan,61483
4.2,False,False,False,nan,43172
0.72,False,False,False,PyTorch,62674
13.2,False,False,True,TensorFlow,38428
1.9,False,False,False,Scikit-learn,55042
21.2,False,False,False,Scikit-learn,462
1.0,False,False,False,Scikit-learn,70975
1.5,False,False,False,Scikit-learn,15720
2.2,False,False,True,TensorFlow,51310
4.5,False,False,False,TensorFlow,1384516
0.97,False,False,False,nan,6814
1.8,False,False,False,nan,886
3.4,False,False,True,Scikit-learn,12236
2.5,False,False,False,Scikit-learn,74083
0.68,False,False,True,nan,50335
0.47,False,False,False,nan,62165
2.1,False,False,True,TensorFlow,1871
1.9,False,False,True,TensorFlow,58759
27.6,False,False,True,nan,816
1.4,False,False,False,TensorFlow,66048
0.57,False,False,False,Scikit-learn,1108
1.9,False,False,False,Scikit-learn,51554
1.1,False,False,False,PyTorch,411
6.4,False,False,True,nan,4634
3.0,False,False,False,Scikit-learn,387
2.1,False,False,False,nan,52470
0.87,False,False,False,nan,57012
11.3,False,False,False,Scikit-learn,9976
0.86,False,False,False,Scikit-learn,72220
1.8,False,False,True,PyTorch,30979
2.3,False,False,True,PyTorch,68953
3.6,False,False,True,Scikit-learn,4950
4.6,False,False,True,nan,56507
29.0,False,False,False,nan,87756
3.2,False,False,False,Scikit-learn,7154
13.2,False,False,True,nan,44885
0.71,False,False,False,nan,52091
1.6,False,False,False,nan,53848
1.3,False,False,True,nan,55142
1.1,False,False,True,TensorFlow,68219
2.4,False,False,True,nan,1074
1.6,False,False,False,Keras,89519
2.2,False,False,False,Scikit-learn,72616
3.6,False,False,True,Scikit-learn,71306
1.9,False,False,True,Scikit-learn,67449
0.24,False,False,False,Scikit-learn,52941
1.4,False,False,True,Scikit-learn,70999
1.2,False,False,False,nan,63740
22.9,False,False,False,Scikit-learn,60321
1.5,False,False,True,nan,54158
4.8,False,False,False,TensorFlow,24560
2.1,False,False,False,nan,123
3.5,False,False,False,Keras,52022
7.4,False,False,True,TensorFlow,69883
2.3,False,False,False,Scikit-learn,344
1.4,False,False,False,nan,72137
2.3,False,False,False,PyTorch,1692
3.4,False,False,False,PyTorch,33931
3.1,False,False,True,Scikit-learn,168439
3.1,False,False,False,Keras,52742
0.37,False,False,True,nan,58080
0.88,False,False,True,Scikit-learn,59147
10.0,False,False,False,Scikit-learn,71425
16.9,False,False,False,Scikit-learn,27854
0.0,False,False,False,nan,4290
0.95,False,False,False,Scikit-learn,10144
4.3,False,False,True,TensorFlow,32345
0.0,False,False,False,nan,4462
3.6,False,False,False,Scikit-learn,60271
0.55,False,False,True,Scikit-learn,25404
0.95,False,False,False,Scikit-learn,73443
0.41,False,False,False,nan,5424
3.6,False,False,False,Scikit-learn,69943
19.3,False,False,True,PyTorch,30297
9.9,False,False,False,nan,66935
2.1,False,False,True,nan,54448
0.95,False,False,True,Scikit-learn,64358
0.8,False,False,False,nan,1426
21.8,False,False,True,TensorFlow,65945
29.2,False,False,False,TensorFlow,51652
2.7,False,False,False,TensorFlow,35714
13.3,False,False,False,Scikit-learn,101518
14.3,False,False,True,Scikit-learn,58237
2.2,False,False,True,nan,74166
3.9,False,False,True,Scikit-learn,4424
0.46,False,False,False,Scikit-learn,72376
1.8,False,False,False,PyTorch,57008
21.4,False,False,False,nan,180441
1.8,False,False,False,nan,62642
27.8,False,False,True,nan,7406
1.3,False,False,False,Scikit-learn,9469
3.6,False,False,False,PyTorch,5314
0.52,False,False,True,Scikit-learn,453
4.1,False,False,False,Scikit-learn,63101
1.8,False,False,True,Scikit-learn,936
0.0,False,False,False,nan,243
3.5,False,False,False,TensorFlow,114
1.1,False,False,False,TensorFlow,54674
4.8,False,False,False,Scikit-learn,2034
0.41,False,False,False,Keras,55381
0.0,False,False,False,nan,3699
0.0,False,False,False,nan,14766
9.5,False,False,False,PyTorch,12606
0.69,False,False,False,TensorFlow,789
1.8,False,False,False,nan,56159
0.28,False,False,False,nan,54085
0.92,False,False,False,Scikit-learn,71859
23.5,False,False,True,Scikit-learn,163124
23.7,False,False,False,nan,63193
9.2,False,False,True,PyTorch,9886
1.5,False,False,False,PyTorch,69237
4.5,False,False,True,nan,66220
13.2,False,False,False,PyTorch,51675
0.33,False,False,False,nan,58366
1.3,False,False,False,Scikit-learn,53040
5.2,False,False,True,TensorFlow,18543
0.56,False,False,True,nan,57829
0.75,False,False,False,nan,49810
0.3,False,False,True,nan,62346
26.9,False,False,True,nan,120409
2.9,False,False,False,Keras,58910
1.1,False,False,True,Scikit-learn,72660
2.2,False,False,False,nan,639
2.2,False,False,True,Scikit-learn,45597
1.5,False,False,True,PyTorch,53829
0.62,False,False,True,nan,73265
0.91,False,False,False,nan,63201
7.5,False,False,True,Scikit-learn,46360
1.4,False,False,True,TensorFlow,52164
0.37,False,False,True,nan,53195
6.0,False,False,False,TensorFlow,585
12.3,False,False,True,PyTorch,121726
0.78,False,False,True,Scikit-learn,83
2.4,False,False,True,PyTorch,302
3.9,False,False,False,nan,915
19.5,False,False,True,nan,10745
5.9,False,False,True,TensorFlow,71696
26.5,False,False,False,Scikit-learn,89821
21.4,False,False,True,Scikit-learn,239057
2.0,False,False,False,Scikit-learn,7713
1.2,False,False,False,Keras,96651
4.3,False,False,False,TensorFlow,59033
1.9,False,False,False,nan,55416
3.9,False,False,False,TensorFlow,73614
0.52,False,False,True,nan,58757
29.4,False,False,False,Scikit-learn,50115
4.1,False,False,False,PyTorch,74416
4.5,False,False,False,TensorFlow,154427
3.1,False,False,False,Scikit-learn,746
10.2,False,False,False,nan,236682
4.5,False,False,True,PyTorch,2424
0.25,False,False,False,TensorFlow,1366
0.0,False,False,False,nan,21563
12.6,False,False,True,PyTorch,199651
0.0,False,False,False,nan,921
0.69,False,False,False,Scikit-learn,58506
6.4,False,False,False,Scikit-learn,11397
0.4,False,False,True,nan,13558
2.7,False,False,False,Keras,193
0.0,False,False,False,nan,220223
0.94,False,False,False,nan,70972
0.99,False,False,False,nan,71035
15.3,False,False,False,Scikit-learn,75186
0.21,False,False,False,nan,64581
5.6,False,False,True,Scikit-learn,13693
0.97,False,False,False,Scikit-learn,61501
1.7,False,False,True,Scikit-learn,74728
0.27,False,False,False,nan,621
1.3,False,False,True,Scikit-learn,60628
0.0,False,False,False,nan,12627
2.4,False,False,False,Scikit-learn,7933
21.6,False,False,True,TensorFlow,135
2.2,False,False,False,TensorFlow,174
0.4,False,False,False,Keras,67
1.2,False,False,False,Scikit-learn,61053
1.1,False,False,False,PyTorch,63093
2.3,False,False,False,Scikit-learn,55426
1.5,False,False,False,nan,73855
9.0,False,False,False,Keras,233522
4.6,False,False,False,Scikit-learn,196
1.1,False,False,True,nan,2299
4.0,False,False,False,nan,62196
0.54,False,False,True,Scikit-learn,563
1.4,False,False,False,Scikit-learn,39629
21.8,False,False,False,nan,14726
1.3,False,False,False,Scikit-learn,40772
0.21,False,False,True,PyTorch,56643
26.6,False,False,True,nan,1199
12.7,False,False,True,Keras,29978
7.7,False,False,False,Scikit-learn,3638
4.3,False,False,False,Keras,66223
5.7,False,False,False,PyTorch,4530
25.3,False,False,True,PyTorch,198881
0.81,False,False,False,nan,5087
0.82,False,False,False,Scikit-learn,872
2.7,False,False,False,PyTorch,966
0.5,False,False,False,nan,57
2.7,False,False,False,nan,60982
0.37,False,False,False,Scikit-learn,66927
4.1,False,False,True,nan,51697
2.3,False,False,False,nan,383
0.65,False,False,False,nan,54163
12.4,False,False,True,Scikit-learn,3733
0.29,False,False,False,Keras,54650
6.6,False,False,False,Scikit-learn,62120
0.71,False,False,False,nan,63647
0.94,False,False,False,nan,62953
0.0,False,False,False,nan,23132
2.7,False,False,False,nan,3383
2.5,False,False,False,nan,56105
3.0,False,False,False,Scikit-learn,61851
4.3,False,False,True,PyTorch,7288
1.7,False,False,False,Scikit-learn,70004
4.3,False,False,True,Scikit-learn,63579
2.4,False,False,True,Scikit-learn,52990
0.73,False,False,False,nan,56396
4.4,False,False,False,Scikit-learn,7304
4.9,False,False,True,nan,563
0.24,False,False,True,nan,7655
8.4,False,False,True,TensorFlow,656
0.26,False,False,False,nan,53490
2.2,False,False,False,TensorFlow,66263
27.9,False,False,False,Scikit-learn,108343
1.9,False,False,True,TensorFlow,74725
9.2,False,False,False,Scikit-learn,119820
9.6,False,False,True,Scikit-learn,259804
3.6,False,False,True,Keras,45997
2.2,False,False,False,PyTorch,72730
10.4,False,False,True,Keras,31226
25.5,False,False,True,TensorFlow,158163
1.5,False,False,True,PyTorch,71888
6.4,False,False,False,Scikit-learn,67244
0.2,False,False,True,Keras,65897
1.7,False,False,True,PyTorch,50049
1.8,False,False,True,Keras,58988
19.9,False,False,False,nan,264
4.8,False,False,False,Scikit-learn,60066
2.9,False,False,False,nan,61725
10.9,False,False,True,nan,8171
4.2,False,False,False,Scikit-learn,1735
3.2,False,False,False,Scikit-learn,4009
21.7,False,False,False,PyTorch,735709
14.5,False,False,True,nan,9473
1.0,False,False,False,Scikit-learn,10172
0.38,False,False,False,nan,60445
0.83,False,False,True,PyTorch,71871
2.5,False,False,True,nan,10839
27.3,False,False,True,Keras,192740
2.0,False,False,True,PyTorch,70299
18.9,False,False,True,nan,217434
0.76,False,False,False,nan,67216
2.7,False,False,False,Scikit-learn,60047
0.3,False,False,False,Scikit-learn,65300
29.1,False,False,True,TensorFlow,106918
0.61,False,False,True,nan,19751
0.0,False,False,False,nan,3869
21.1,False,False,True,Keras,13139
2.7,False,False,True,Scikit-learn,22159
2.3,False,False,False,nan,61963
4.9,False,False,True,PyTorch,4420
1.7,False,False,False,Scikit-learn,66718
1.7,False,False,True,TensorFlow,3631
0.87,False,False,True,nan,50571
12.1,False,False,True,Scikit-learn,247880
13.8,False,False,False,nan,10070
0.45,False,False,False,nan,65431
1.6,False,False,False,TensorFlow,379
2.1,False,False,True,nan,72283
24.5,False,False,False,PyTorch,4456
2.2,False,False,True,nan,68226
0.25,False,False,False,Scikit-learn,68875
2.9,False,False,False,TensorFlow,64561
1.7,False,False,False,Scikit-learn,73545
23.7,False,False,True,TensorFlow,47089
4.0,False,False,False,TensorFlow,268214
3.0,False,False,False,Scikit-learn,72731
14.3,False,False,True,Scikit-learn,17693
29.2,False,False,True,nan,73043
5.9,False,False,True,Scikit-learn,70966
2.6,False,False,False,TensorFlow,413
0.94,False,False,True,Scikit-learn,1909
2.6,False,False,False,TensorFlow,70744
4.9,False,False,False,TensorFlow,72494
4.3,False,False,False,Scikit-learn,922
7.8,False,False,True,TensorFlow,24221
2.9,False,False,True,Scikit-learn,53080
4.2,False,False,True,TensorFlow,56165
2.6,False,False,False,nan,50629
19.4,False,False,False,nan,7280
1.4,False,False,True,PyTorch,11461
0.36,False,False,False,nan,74336
14.5,False,False,True,PyTorch,195545
0.26,False,False,False,Scikit-learn,952
3.7,False,False,True,TensorFlow,10339
5.0,False,False,False,Scikit-learn,35144
8.9,False,False,False,Keras,60040
2.8,False,False,False,nan,64641
0.58,False,False,True,Scikit-learn,57846
2.9,False,False,False,PyTorch,57723
2.0,False,False,False,TensorFlow,70878
3.2,False,False,True,PyTorch,1656
1.5,False,False,False,PyTorch,7178
1.3,False,False,False,Keras,3945
0.83,False,False,False,nan,618
0.42,False,False,False,PyTorch,57482
3.3,False,False,False,Keras,2526
0.69,False,False,True,nan,67825
0.21,False,False,False,nan,50834
1.0,False,False,False,TensorFlow,64683
6.7,False,False,False,Scikit-learn,68247
0.23,False,False,False,nan,29875
4.9,False,False,True,Scikit-learn,10195
1.7,False,False,False,nan,990
1.8,False,False,True,TensorFlow,443
1.5,False,False,True,Scikit-learn,57461
0.98,False,False,False,nan,5553
0.56,False,False,False,Scikit-learn,27810
0.56,False,False,False,nan,55817
2.3,False,False,True,Scikit-learn,1073
1.9,False,False,True,nan,38834
1.4,False,False,False,TensorFlow,70415
17.8,False,False,True,TensorFlow,215370
12.6,False,False,True,Scikit-learn,46744
